texto_es, texto_en, polaridad
más de 5.500 niños niñas y adolescentes han sido beneficiados hasta la fecha con las charlas de la campaña vacacionesmásseguras impulsada por el alcalde en beneficio de la seguridad de los más pequeños.,More than 5500 children and adolescents have benefited to date with the talks of the safetysafe campaign promoted by the mayor for the safety of the little ones,positivo
esta mañana se realizó la inauguración de las nuevas instalaciones del registro de la propiedad cuenca el alcalde pedro palacios estuvo presente en el acto protocolario.,This morning the inauguration of the new facilities of the basin property registry was carried out Mayor Pedro Palacios was present at the protocol ceremony,positivo
seguimos trabajando para el desarrollo de nuestra amazonía. hoy desde pucallpa nos encontramos con el alcalde de sarayacu supervisando la entrega del lote de maquinaria que permitirá abrir caminos para el desarrollo y conectividad de los pueblos de la del río ucayali.🇵🇪,seguimos trabajando para el desarrollo de nuestra amazona hoy desde pucallpa nos encontramos con el alcalde de sarayacu supervisando la entrega del lote de maquinaria que permitir abrir caminos para el desarrollo y conectividad de los pueblos de la del ro ucayali,neutral
el "alcalde" de solapadamente convoca hoy a una marcha de respaldo a su "gestión" ¿que gestión pues? 100 días de total incompetencia quejadera y finalmente atribuirse las obras del anterior sin vergüenza ni sangre en la cara. con palacios va a la deriva.,the mayor of overlapping today calls for a march to support his management what management then 100 days of total incompetence complaining and finally attributed the works of the previous without shame or blood on the face with palaces drifting,negativo
inicia entrevista en con y gerente de la emov ep.,starts interview with and manager of the emov ep,neutral
se debería dejar de usar tanta red social por parte del burgomaestre de y dedicarce a buscar un equipo de trabajo para administrar la ciudad cabrera destrozo un proyecto emblematico como el tranvía de y palacios no ejecuta esta obra asuma roles alcalde palacios,You should stop using so much social network by the burgomaster of and dedicate to look for a work team to manage the city cabrera destroyed an emblematic project as the tram and palaces does not execute this work assume roles mayor palaces,positivo
cuidado y se me hace el loco con el complejo deportivo para el sr alcalde saludos desde ny dios lo bendiga y le de sabiduría para administrar la ciudad,be careful and Im crazy about the sports complex for mr mayor greetings from ny god bless him and give him wisdom to manage the city,negativo
está en proceso de grandes cambios con su gran líder pedro palacios cuente sr. alcalde con el apoyo de toda la ciudadanía.,is in the process of great changes with its great leader pedro palacios count mr Mayor with the support of all citizens,positivo
excelente... en la interseccion de autopista y circunvalación control sur aproximadamente un mes ampliaron a dos carriles dos tramos bien por ello pero no realizaron ningún tipo de señalizacion ni vertical ni en el p i s o.. falta sr alcalde es un trabajo inconcluso (1de 2),excellent  at the intersection of highway and bypass south control approximately one month extended two sections to two lanes either for that reason but they did not carry out any type of signaling either vertically or in the pee or  missing mayor unfinished work 1 of 2,positivo
si los pendejos somos más y por eso no nos gusta el show y estamos pidiendo las acciones en concreto solo analice el trabajo de la alcaldesa de guayaquil o el ,If the assholes are more and that is why we do not like the show and we are asking for the actions in particular just analyze the work of the mayor of guayaquil or the ,positivo
📌 100díasdegestión administracion 2019 - 2023 ing. pedro palacios alcalde de cuenca ✔, 100dasdegestin administracion 2019  2023 ing pedro palacios alcalde de cuenca ,neutral
📌 100díasdegestión administracion 2019 - 2023 ing. pedro palacios alcalde de cuenca ✔, 100dasdegestin administracion 2019  2023 ing pedro palacios alcalde de cuenca ,neutral
📌 100díasdegestión administracion 2019 - 2023 ing. pedro palacios alcalde de cuenca ✔, 100dasdegestin administracion 2019  2023 ing pedro palacios alcalde de cuenca ,neutral
📌 100díasdegestión administracion 2019 - 2023 ing. pedro palacios alcalde de cuenca ✔, 100dasdegestin administracion 2019  2023 ing pedro palacios alcalde de cuenca ,neutral
apoyo al alcalde de cuenca,support to the mayor of cuenca,neutral
creando conciencia. somos muchos los que intentamos realizar un cambio. gracias a lama dorge. daya center. marcelo fernandez alcalde de licanten. cooperativa apicola del mataquito ( a sus socios). gracias,raising awareness We are many who try to make a change Thanks to Lama Jorge daya center Marcelo Fernandez Mayor of Lycanten cooperativa apicola del mataquito to its members Thank you,positivo
y cuándo se le consultó al alcalde dijo: si lo veremos... esto fue en enero de 2019.... habían solo 2 casas ilegals y ya esta todo tomado.... este lugar era asi antes: una vista muy linda de la del rio maipo. esta foto es del 2015,and when the mayor was consulted he said yes we will see it  this was in January 2019  there were only 2 illegals houses and everything is already taken  this place was like this before a very nice view from the Maipo River this photo is from 2015,positivo
cuenca| se prepara una marcha pacífica en apoyo a la gestión del alcalde pedro palacios la invitación a la ciudadanía por parte de la administración 2019 - 2023 la concentración el día lunes 15 de agosto en el parque san blas 16:00 cuencaunida,basin  A peaceful march is prepared in support of the management of Mayor Pedro Palacios the invitation to citizenship by the administration 2019  2023 the concentration on Monday August 15 in the San Blas Park 1600 cuencaunida,positivo
y de leeey son esos que critican el calor de guayaquil. yo cuando sea alcalde haré un convenio con para enviarlos allá y que no estén jodiendo mi hermosa ciudad. ¡guayaquil es lo más grande qué hay entiendeloooo.,and Leeey are those who criticize the heat of Guayaquil When I am mayor I will make an agreement to send them there and they are not fucking my beautiful city Guayaquil is the biggest thing there is understand it,negativo
📌preparan marcha solidaria en apoyo al alcalde de cuenca ing. pedro palacios.,preparan marcha solidaria en apoyo al alcalde de cuenca ing pedro palacios,neutral
mientras guayaquil y quito firman convenio con el ministerio del interior para un plan de seguridad nosotros vamos de mal en peor que pasó sr. alcalde será que no merece ser atendida😡,mientras guayaquil y quito firman convenio con el ministerio del interior para un plan de seguridad nosotros vamos de mal en peor que pas sr alcalde ser que no merece ser atendida,neutral
reinstalan comisión de la baja warning: illegal string offset 'feed' in /home/ddtweb/webapps/ddt_wp_prod/wp-content/plugins/top-10/includes/counter.php on line 61 el alcalde evaristo hernández destacó la importancia de invertir en proyectos que permitan dar solución …,reinstate commission of the low warning illegal string offset feed in homeddtwebwebappsddtwpprodwpcontentpluginstop10includescounterphp on line 61 mayor evaristo hernndez stressed the importance of investing in projects that allow solutions ,negativo
junto al ing. pedro palacios,next to ing Pedro Palaces,neutral
lástima que no ganaste las elecciones de cuenca hubieras sido un excelente alcalde en las próximas barreras éxitos campeón 🇪🇨🔝,lstima que no ganaste las elecciones de cuenca hubieras sido un excelente alcalde en las prximas barreras xitos campen ,neutral
cuenca &gt; el alcalde y los representantes de los gad municipales de todo el país participan de la "xli asamblea general ordinaria de la ame"; desde el 15 de agosto en salinas.,basin  gt the mayor and the representatives of the municipal gad of the whole country participate in the xli ordinary general assembly of the ame since August 15 in salinas,positivo
¡la provincia de sigue de fiestas 🤩 este viernes el presidente de la diputación álvaro martínez chana ha estado acompañando a los vecinos y vecinas de enguídanos encabezados por su alcalde sergio de fez🙂 es un placer ver nuestros pueblos tan llenos de gente👨‍👩‍👦‍👦,la provincia de sigue de fiestas  este viernes el presidente de la diputacin lvaro martnez chana ha estado acompaando a los vecinos y vecinas de engudanos encabezados por su alcalde sergio de fez es un placer ver nuestros pueblos tan llenos de gente,neutral
cuenca: el alcalde y los representantes de los gad municipales de todo el país participan de la "𝐗𝐋𝐈 𝐀𝐬𝐚𝐦𝐛𝐥𝐞𝐚 𝐆𝐞𝐧𝐞𝐫𝐚𝐥 𝐎𝐫𝐝𝐢𝐧𝐚𝐫𝐢𝐚 𝐝𝐞 𝐥𝐚 𝐀𝐌𝐄"; desde el 15 de agosto en salinas.,cuenca el alcalde y los representantes de los gad municipales de todo el pas participan de la        desde el 15 de agosto en salinas,neutral
en guayaquil firman mas seguridad en quito quito seguro y en nos van a mandar a todos los malandros de esas ciudades parece y el alacalde de aki sigue demostrabdo su incompetencia ahora si que se hagan cargo esos mas de 70min cuencanos q votaron por el actual alcalde,in guayaquil they sign more security in quito quito sure and in they will send us all the thugs of those cities it seems and the mayor of aki continues to demonstrate his incompetence now if they take over those more than 70min basins that voted for the current mayor,positivo
hoy se elige al nuevo presidente de ame aquí junto al ing. pedro palacios,today the new president of ame is elected here next to ing pedro palaces,positivo
no se porqué los medios de comunicación le siguen nombrando a guaidó el autoproclamado como presidente encargado. voy a ver si me autoproclamo . más seriedad por favor.,I dont know why the media continue to name Guaid the selfproclaimed president in charge Im going to see if I proclaim myself More seriousness please,positivo
no puede ser que la dictadura feminazi mande en el ecuador al vice- lo quieren destituir por el delito de ser hombre,it cannot be that the feminazi dictatorship rules in Ecuador they want to dismiss the vice for the crime of being a man,neutral
muere con 43 años mario fernández exconcejal del pp en el ayuntamiento de ejerció su labor como concejal en el mandado del alcalde del pp francisco pulido fue el concejal más joven de la legislatura en el ayuntamiento de descanse en paz,Mario Fernndez excouncilor of the PP in the city council of 43 years old worked as councilor in the mayors office of the polished Francisco PP was the youngest councilor of the legislature in the city of rest in peace,positivo
si bebes agua de manantial de los pueblos de soria de del ebro es posible que tenga muchos nitratos. mira está web y compara con los análisis de aguapotable (si es que te los da tu alcalde) la sólo tiene unos pocos puntos de muestreo,If you drink spring water from the villages of soria de del ebro you may have many nitrates Look at this website and compare it with the aguapotable analysis if your mayor gives it to you it only has a few sampling points,positivo
muere con 43 años mario fernández exconcejal del pp en el ayuntamiento de enviado desde d.e.p.,Mario Fernndez excouncilor of the PP in the city council sent from dep dies with 43 years,neutral
¿se acuerdan cuando todos los "liberal en lo económico conservador en lo social" felicitaban a por nuestro glorioso alcalde pedro palacios? a esas gentecitas de mente humilde: ¿no les jode estar siempre tan equivocados?,Do you remember when all the liberal in the economic conservative in the social congratulated our glorious mayor Pedro Palacios To these humbleminded people dont I dare always be so wrong,negativo
muere con 43 años mario fernández exconcejal del pp en el ayuntamiento de enviado desde,Mario Fernndez excouncilor of the PP in the city council sent from 43 years old,positivo
reinstalan comisión de la baja manuel torres warning: illegal string offset 'feed' in /home/ddtweb/webapps/ddt_wp_prod/wp-content/plugins/top-10/includes/counter.php on line 61 el alcalde evaristo hernández destacó la importancia de invertir en proyectos que permitan…,reinstate commission of the low manuel torres warning illegal string offset feed in homeddtwebwebappsddtwpprodwpcontentpluginstop10includescounterphp on line 61 mayor evaristo hernndez stressed the importance to invest in projects that allow,negativo
solucionesplayariñinahue en sector de ranquil y epulafquen se reunieron alcalde miguel meza dir. doh dir. regional de aguas y cap. de puerto. gestión de de crear la “mesa del borde costero del lago ranco” para resguardar el acceso público a playas 🤝,solucionesplayariinahue en sector de ranquil y epulafquen se reunieron alcalde miguel meza dir doh dir regional de aguas y cap de puerto gestin de de crear la mesa del borde costero del lago ranco para resguardar el acceso pblico a playas ,neutral
al reinstalar la comisión de la baja de los ríos grijalva y carrizal le presentaron al alcalde propuestas para el rescate de la laguna “las ilusiones” la construcción de la planta potabilizadora carrizal 2 y el cambio de red de agua potable entre otras.,When reinstating the commission for the removal of the Grijalva and Carrizal rivers they presented the mayor with proposals for the rescue of the lagoon Las Illusiones the construction of the Carrizal 2 water treatment plant and the change of the drinking water network among others,neutral
reinstalan comisión de la baja de los ríos grijalva y carrizal *el alcalde evaristo hernández cruz destacó la importancia de invertir en proyectos que permitan dar solución a la problemática del agua que afecta al municipio,reinstate commission for the lowering of the grijalva and carrizal rivers  the mayor evaristo hernndez cruz stressed the importance of investing in projects that allow to solve the water problem that affects the municipality,neutral
el único alcalde que visitó todas las parroquias sabe de primera mano sus necesidades en territorio experimentará un gran cambio apoyamos la gestión de nuestro alcalde,the only mayor who visited all the parishes knows first hand their needs in territory will experience a great change we support the management of our mayor,positivo
hace falta mano dura para todos esos "vendedores ambulantes limpia vidrios y limosneros extrangeros" queremos la de siempre ordenada y segura. alcalde gobernador consejeros. trabajen,It takes a hard hand for all those street vendors glass cleaning and foreign alms we want the same as always neat and safe Mayor governor counselors work,positivo
preside el alcalde la tercera sesión ordinaria de la comisión de la baja de los ríos grijalva y carrizal cuyo fin es conocer la situación que guardan los cuerpos de agua así como generar estrategias públicas para su limpieza y conservación.,The mayor presides over the third ordinary session of the commission for the lowering of the grijalva and carrizal rivers whose purpose is to know the situation of the bodies of water as well as generate public strategies for cleaning and conservation,negativo
encabeza el alcalde de centro la tercera sesión ordinaria y reinstalación de la comisión de la baja de los ríos grijalva y carrizal en el municipio,Head of the center mayor the third ordinary session and reinstatement of the commission to lower the grijalva and carrizal rivers in the municipality,negativo
ciudad | el alcalde de centro presidió la tercera sesión ordinaria de la comisión de la baja de los ríos grijalva y carrizal cuyo fin es conocer la situación que guardan los cuerpos de agua así como generar estrategias públicas para su limpieza.,city  The mayor of the center presided over the third ordinary session of the commission for the lowering of the Grijalva and Carrizal rivers whose purpose is to know the situation of the water bodies as well as generate public strategies for cleaning them,negativo
preside el alcalde evaristo hernández cruz la tercera sesión ordinaria de la comisión de la baja de los ríos grijalva y carrizal cuyo fin es conocer la situación que guardan los cuerpos de agua así como generar estrategias públicas para su limpieza y conservación.,The Mayor Evaristo Hernndez Cruz the third ordinary session of the commission for the lowering of the Grijalva and Carrizal rivers whose purpose is to know the situation of the bodies of water as well as generate public strategies for cleaning and conservation presides,negativo
100 días como - el ing.  cumple sus primeros 100 días de administración. usted ¿cómo califica al nuevo alcalde?,100 days like  ing  meets its first 100 days of administration How do you rate the new mayor,positivo
ciudad el alcalde de centro encabeza en estos momentos la tercera sesión ordinaria y reinstalacion de la comisión de la baja de los ríos grijalva y carrizal.,city the mayor of centro now heads the third ordinary session and reinstatement of the commission of the lowering of the rivers grijalva and carrizal,negativo
hay que hostiar al alcalde de calamocha por hacer esas bromas pesadas,you have to harass the mayor of calamocha for making those heavy jokes,negativo
señor alcalde una vía de ingreso digna por el sur de es indispensable. lo recordará,Mr Mayor a decent route of entry through the south of is indispensable will remember,positivo
nada de pus solo q como ciudadano puedo pedir cuentas que ha hecho el alcalde en estos 100 dias bueno faltan 10 mas espermos haga algo y no haya ineptitud lo otro de coimas robos dadivas veamos los temas de seguros como se resuelven en el municipio por el bien de,nothing of pus only that as a citizen I can ask for accounts that the mayor has done in these 100 days well there are 10 more we hope to do something and there is no ineptitude the other of theft robotic gifts lets see the insurance issues as they are resolved in the municipality for good of,positivo
la empresa municipal de aseo de es ejemplo para los gad las 510 toneladas de basura al día permiten generar 810 kw hora de energía eléctrica. alcalde pedro palacios agradeció el aporte del bde. 40años,The municipal cleaning company is an example for the gad the 510 tons of garbage per day allow 810 kW of electricity to be generated Mayor Pedro Palacios thanked the contribution of the bde 40 years,neutral
la presente administración municipal asumió el compromiso de trabajar por el desarrollo de nuestra cuenca basada en la unidad y en el respeto. total apoyo sr. alcalde. 👍,la presente administracin municipal asumi el compromiso de trabajar por el desarrollo de nuestra cuenca basada en la unidad y en el respeto total apoyo sr alcalde ,neutral
la campaña vacacionesmásseguras se ejecuta bajo las directrices de y pdte. del csc con el objetivo de que niños niñas y adolescentes aprendan a disfrutar de su tiempo vacacional con mayor seguridad y fortalezcan su cultura de prevención.,The safety holiday  campaign runs under the guidelines of and pdte of the csc with the aim that children and adolescents learn to enjoy their vacation time with greater security and strengthen their culture of prevention,positivo
bien alcalde empezó el negocio de los abogados en gracias a su irresponsabilidad en sus ruedas de prensa .,well mayor began the business of lawyers thanks to their irresponsibility in their press conferences,positivo
y el alcalde esta* ocupado en cobros x guardias de ambulantes.negocios fijos calle laura méndez de dolores guerrero autobuses hay discos artículo 30-v tránsito base culhuacan les dan taco canal alberca destruida hospital abandonó nomina familiar camellon,and the mayor is  busy in charges x ambulant guards fixed businesses laura mendez de sorores guerrero buses there are discs article 30v transit base culhuacan give them taco canal pool destroyed hospital abandoned payroll family camellon,negativo
visitaseminariofutrono durante esta tarde en llifen el alcalde miguel meza y concejales erika rojas y cristina rosas participaron del seminario de turismo de la de ranco organizado por las cámaras de turismo de lagoranco y futrono para fomentar esta actividad juntos,visitaseminariofutrono during this afternoon in llifen mayor miguel meza and councilors erika rojas and cristina rosas participated in the ranco tourism seminar organized by the lagoranco and futrono tourism chambers to promote this activity together,neutral
[el personaje del día] mediados los años 70 esta cuadrilla “habló con el alcalde de burlada y le propusieron comenzar con una especie de academia de música. y el alcalde les dijo: ‘si queréis buzonear y si conseguís gente ya hablaremos’”,the character of the day in the mid1970s this gang spoke with the mayor of mockery and proposed to start with a kind of music academy and the mayor said to them if you want to buzonear and if you get people well talk ,positivo
buenas tardes amigo quien cree que le puso en el cargo al ? .... el gobierno de lenin moreno y no sólo a el sino a muchos alcaldes prefectos y concejales en todos el ecuador a través del sistema de cómputo tramposo del hoy nada es transparente,Good afternoon friend who do you think put him in office  the government of lenin moreno and not only to him but to many mayors prefects and councilors in all the equator through the cheat computing system of today nothing is transparent,positivo
muy contentos de que la necesidad de mejorar los tiempos de respuesta de los bomberos tal como han venido reclamando personas como nuestro alcalde se abra paso en la diputación de cuenca. vía,very happy that the need to improve the response times of firefighters as people such as our mayor have been claiming make their way into the basin council via,positivo
el  darío dolz firma los decretos de nombramiento de los alcaldes pedáneos clmpressdigital,el daro dolz signs the decrees for the appointment of pediatric mayors clmpressdigital,neutral
el  darío dolz firma los decretos de nombramiento de los alcaldes pedáneos,el daro dolz signs the decrees of appointment of the mayors mayors,neutral
“la campaña que es impulsada por el y presidente de nuestra institución consiste fomentar la prevención en los niños niñas y adolescentes para que disfruten de esta época con mayor seguridad”,The campaign that is promoted by the president of our institution is to promote prevention in children and adolescents so that they enjoy this time with greater security,positivo
josé garcía cañas será el alcalde pedáneo de nohales y marco antonio oliva de la melgosa,Jose Garcia Caas will be the pedhane mayor of Nohales and Marco Antonio Olive de la Melgosa,neutral
nos encontramos en la colonia vacacional del centro de educación inicial “mundo de juguetes” para socializar la campaña vacacionesmásseguras que es impulsada por el alcalde en beneficio de la seguridad de niños niñas y adolescentes del cantón.,we are in the holiday colony of the initial education center toy world to socialize the safety holiday  campaign which is promoted by the mayor for the safety of children and adolescents in the canton,negativo
el alcalde de cuenca darío dolz firma los decretos de nombramiento de los alcaldes pedáneos,the mayor of cuenca daro dolz signs the decrees for the appointment of the mayors,neutral
el alcalde de cuenca darío dolz firma los decretos de nombramiento de los alcaldes pedáneos,the mayor of cuenca daro dolz signs the decrees for the appointment of the mayors,neutral
el alcalde de cuenca darío dolz firma los nombramiento de los pedáneos,the mayor of cuenca daro dolz signs the appointment of the pedneos,neutral
el ha firmado los decretos de nombramiento de los representantes de la alcaldía del los llamados alcaldes pedáneos para la gestión de los temas concretos de cada uno de sus ámbitos territoriales.,He has signed the decrees of appointment of the representatives of the mayor of the socalled pediatric mayors for the management of the specific issues of each of their territorial areas,neutral
el  darío dolz firma los decretos de nombramiento de los alcaldes pedáneos | liberal de castilla vía,el daro dolz signs the decrees of appointment of the mayors mayors  liberal de castilla via,neutral
el  darío dolz firma los decretos de nombramiento de los alcaldes pedáneos | liberal de castilla vía,el daro dolz signs the decrees of appointment of the mayors mayors  liberal de castilla via,neutral
cumpliendo con la disposición del alcalde esta tarde visitamos el barrio quinta chica alta para implementar un sistema tecnológico de videovigilancia en un punto estratégico del sector.,complying with the disposition of the mayor this afternoon we visited the fifth high girl neighborhood to implement a video surveillance technology system at a strategic point in the sector,positivo
mil gracias sr. alcalde pedro palacios por dar mas seguridad al barrio mas grande de cuenca quinta chica.,thank you very much mr Mayor Pedro Palacios for giving more security to the largest neighborhood of Cuenca fifth girl,positivo
¿estimado dr. y que nos dice del ?,Dear Dr and what does it tell us about,neutral
palabra cumplida del ing. pedro palacios hoy se ha colocado una camara de video vigilancia en la calle san pablo del lago parte alta de quinta chica. gracias sr. alcalde de parte del barrio mas grande de cuenca.,word fulfilled from ing Pedro Palacios today a video surveillance camera has been placed in San Pablo del Lago High Street in Quinta Chica thank you mr Mayor of part of the largest neighborhood of Cuenca,positivo
sr.  es la ciudad es necesario crear una arteria vial que conecte mishicata con los tocten,Mr  it is the city it is necessary to create a road artery that connects mishicata with the tocten,neutral
el alcalde ha ofrecido el que es como si yo ofrezco el puerto de cuenca. dejamos los brindis al sol y hacemos politica?,The mayor has offered what is as if I offer the port of Cuenca We leave the toast in the sun and do politics,neutral
cuando te saltas a la autoridad portuaria a la consejería de fomento y al ministerio de fomento por ser "el alcalde de cádiz" estás más cerca de convertirte en "el concejal de en madrid"... ¡y sin urnas,When you jump to the port authority to the Ministry of Development and the Ministry of Development for being the mayor of Cdiz you are closer to becoming the Councilor of Madrid  and without urns,positivo
estoy en contra de que los cuencanos paguemos 44 millones por el tranvia de que no funciona llamo a los cuencanos a revelarnos con el alcalde minero +/- pedro palacios.,I am against the fact that we Cubans pay 44 million for the tranvia that does not work I call the Cuenca to reveal ourselves to the mining mayor  pedro palaces,neutral
inicia la primera sesión de directorio de la emov ep presidida por .,Start the first board session of the emov ep chaired by,positivo
el alcalde de sevilla de oro sr. rolando calle y las candidatas a reina del cantón srta. karla macero srta. melissa gómez y srta. daniela nos visitaron en buendía tevé. revise la entrevista en cuenca azuay ecuador,the mayor of sevilla de oro mr Rolando Calle and the candidates for Queen of the Canton Miss Karla Macero Miss Melissa Gomez and Miss Daniela visited us at Buenda Tev check the interview in cuenca azuay ecuador,neutral
sr alcalde; le invito a que visite los carreteros hacia el oriente por el sur: cuencael sigsi cañarparamos de matanga chihuinda bermejos. una zona de nuestra serranía hermosa  pero los carreteros de "llorar". ¡como pueden vivir esos pueblos,mr mayor I invite you to visit the roads to the east from the south Cuenca the Sigsi Caar we stop Matanga Chihuinda Bermejos An area of our beautiful mountain range but the carters cry How can these people live,positivo
pedro palacios tema: nuevo vicealcalde entrevistas de telerama noticias vía,Pedro Palacios Theme New Vice Mayor Telerama News Interviews via,positivo
envideo espera aclaración de juez para repetir elección a vicealcaldía,envideo awaits clarification from judge to repeat election to vice mayor,neutral
en estos momentos la federación nacional de industrias del ecuador se reúne con el  pedro palacios el objetivo es entablar un diálogo sobre la situación del sector productivo de la ciudad.,At the moment the national federation of industries of Ecuador meets with Pedro Palacios the objective is to initiate a dialogue on the situation of the productive sector of the city,neutral
el alcalde de cuenca firmó un convenio con los gobiernos parroquiales para brindar matenimiento vial. ¿conoces en cuántos kilómetros trabajamos en cada parroquia como,The mayor of cuenca signed an agreement with the parish governments to provide road maintenance Do you know how many kilometers we work in each parish as,positivo
"señor don pedro palacios" la buena lectura de manos del mejor el maestro "les quedan cuarenta días" un análisis antes de los 100 días de la administración de alcalde de cuenca por,Mr Don Pedro Palacios the good reading of the hands of the best the teacher they have forty days left an analysis before the 100 days of the administration of mayor of cuenca for,positivo
la campaña vacacionesmásseguras es impulsada por el y pdte. del csc con el objetivo de concientizar a la niñez y juventud del cantón sobre los riegos que puedan darse durante sus actividades en el espacio público hogar comunidad etc.,The safety holiday  campaign is driven by him and pdte of the csc with the objective of raising awareness among the children and youth of the canton about the risks that may occur during their activities in the public space home community etc,neutral
“bajo las directrices del alcalde se trabajó de manera coordinada con las instituciones de seguridad y control del cantón para la ejecución de acciones preventivas en beneficio de la ciudadanía y turistas”,Under the guidelines of the mayor they worked in coordination with the security and control institutions of the canton for the execution of preventive actions for the benefit of citizens and tourists,neutral
tenemos un alcalde improvisado sin la mínima idea de gestión pública 0 experiencia y al parecer muy limitada capacidad espera y nada que se ejecuta su plan calles con huecos por todo lado se parquean donde quieren calles llenas de informales y venecos.,We have an impromptu mayor without the minimum idea of public management 0 experience and apparently very limited capacity wait and nothing that executes its plan streets with gaps everywhere are parked where they want streets full of informal and venecos,positivo
en el marco del acuerdonacionalecuador inician los talleres del sistemaprotección en cantones: bolívar junto al alcalde libardo benalcázar; junto a y chaguarpamba y biblián se suman también al proceso de fortalecimiento de operadores del sistema.,Within the framework of the acuerdonacionalecuador the workshops of the protection system in cantons begin Bolvar together with Mayor Libardo Benalczar together with and chaguarpamba and biblin also join the process of strengthening system operators,neutral
con un contingente de 2.746 recursos se actuó durante la ejecución de las acciones preventivas de seguridad labor que se realizó bajo directrices del alcalde con el objetivo de evitar incidentes que alteren el orden público y precautelar la seguridad ciudadana.,With a contingent of 2746 resources action was taken during the execution of the preventive security actions work that was carried out under the guidelines of the mayor with the objective of avoiding incidents that alter public order and precautionary citizen security,neutral
el ha señalado que se cambiarán las bases anteriores elaboradas por por "generar dudas". deportes,He has indicated that the previous bases elaborated by generate doubts will be changed sports,negativo
hoy el concejo cantonal tendrá entre manos y a la cabeza con el alcalde de cuenca la oportunidad de empezar a mostrar luces claras de que ha llegado para enrumbar y no lucrar de una mal gastada administración municipal. declaraciones adjuntas.,Today the cantonal council will have in hand and at the head with the mayor of cuenca the opportunity to begin to show clear lights that it has arrived to route and not profit from a badly spent municipal administration attached statements,positivo
el ha explicado que se verificará que todos los sistemas de tarjetas y entrada de vehículos funcionan correctamente,He explained that it will be verified that all the card and entry systems of vehicles work correctly,neutral
la provincia de está de fiestas patronales🥳 anoche el presidente de la diputación álvaro martínez chana estuvo acompañando a los vecinos de santa maría de los llanos encabezados por su alcalde ovidio gonzález en la procesión a su patrona la virgen de los llanos😇,la provincia de est de fiestas patronales anoche el presidente de la diputacin lvaro martnez chana estuvo acompaando a los vecinos de santa mara de los llanos encabezados por su alcalde ovidio gonzlez en la procesin a su patrona la virgen de los llanos,neutral
💧✋✅ eligen a ricardo núñez alcalde de cuautitlán izcalli para comité ante el “consejo de cuenca”. edil podrá impulsar proyectos para rescatar mantos acuíferos. lee la nota completa ⬇, eligen a ricardo nez alcalde de cuautitln izcalli para comit ante el consejo de cuenca edil podr impulsar proyectos para rescatar mantos acuferos lee la nota completa ,neutral
cuenca: alcalde rinde homenaje al mercado 10 de agosto.,cuenca mayor pays tribute to the market August 10,neutral
este alcalde 🤦🏻‍♂️ tus palabras son jugar con el presupuesto 2019 y que en el 2020 piensa ya tener un presupuesto bien aterrizado si no me creen vean el vivo señor alcalde a le respetas y el bolsillo de las cuencanos más. déjate de vainas. 😡,este alcalde  tus palabras son jugar con el presupuesto 2019 y que en el 2020 piensa ya tener un presupuesto bien aterrizado si no me creen vean el vivo seor alcalde a le respetas y el bolsillo de las cuencanos ms djate de vainas ,neutral
califique la gestión del  en estos 3 meses. buena mala pésima. por qué. gracias. el observador,rate the management of in these 3 months Good bad bad why Thank you the observer,negativo
